KODS,TIPS_CD,STATUSS,APSTIPR,APST_PAK,VKUR_CD,VKUR_TIPS,NOSAUKUMS,SORT_NOS,ATRIB,PNOD_CD,DAT_SAK,DAT_MOD,DAT_BEIG,FOR_BUILD,PLAN_ADR,STD,KOORD_X,KOORD_Y,DD_N,DD_E
101731858,108,EKS,Y,254.0,100326165,107,10,0010,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pētera iela 10, Jūrmala, LV-2015",314032.052,488820.215,56.969735,23.816113
101731866,108,EKS,Y,252.0,100326165,107,11A,0011A,LV-2015,100034794.0,2001.01.25,2012.03.06,,N,N,"Pētera iela 11A, Jūrmala, LV-2015",313957.309,488907.759,56.969066,23.817557
101731874,108,EKS,Y,254.0,100326165,107,13A,0013A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pētera iela 13A, Jūrmala, LV-2015",313926.753,488942.826,56.968792,23.818135
101731954,108,EKS,Y,254.0,100326165,107,20,0020,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pētera iela 20, Jūrmala, LV-2015",313834.604,488905.947,56.967964,23.817532
101731962,108,EKS,Y,252.0,100326165,107,21,0021,LV-2015,100034794.0,2001.01.25,2012.03.07,,N,N,"Pētera iela 21, Jūrmala, LV-2015",313715.929,489010.538,56.9669,23.819257
101731970,108,EKS,Y,254.0,100326165,107,25,0025,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pētera iela 25, Jūrmala, LV-2015",313605.572,489028.06,56.965909,23.81955
101731987,108,EKS,Y,252.0,100326165,107,30,0030,LV-2015,100034794.0,2001.01.25,2018.06.28,,N,N,"Pētera iela 30, Jūrmala, LV-2015",313569.497,488978.627,56.965584,23.818739
101732007,108,EKS,Y,254.0,100326165,107,31,0031,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pētera iela 31, Jūrmala, LV-2015",313531.481,489128.947,56.965246,23.821213
101732023,108,EKS,Y,254.0,100326165,107,9A,0009A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pētera iela 9A, Jūrmala, LV-2015",314018.409,488875.442,56.969614,23.817022
101732031,108,EKS,Y,254.0,100326173,107,10,0010,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pētera Beltes iela 10, Jūrmala, LV-2011",312298.645,478025.967,56.953777,23.638722
101732048,108,EKS,Y,254.0,100326173,107,14,0014,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pētera Beltes iela 14, Jūrmala, LV-2011",312263.604,478134.166,56.953467,23.640504
101732056,108,EKS,Y,254.0,100326173,107,16,0016,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pētera Beltes iela 16, Jūrmala, LV-2011",312250.575,478201.533,56.953353,23.641612
101732064,108,EKS,Y,253.0,100326173,107,2,0002,LV-2011,100037734.0,2001.01.25,2007.07.25,,N,N,"Pētera Beltes iela 2, Jūrmala, LV-2011",312342.205,477823.783,56.954158,23.635394
101732072,108,EKS,Y,254.0,100326173,107,20,0020,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pētera Beltes iela 20, Jūrmala, LV-2011",312192.959,478506.819,56.95285,23.646636
101732080,108,EKS,Y,252.0,100326173,107,22,0022,LV-2011,100037734.0,2001.01.25,2022.11.30,,N,N,"Pētera Beltes iela 22, Jūrmala, LV-2011",312192.338,478562.85,56.952847,23.647557
101732097,108,EKS,Y,252.0,100326173,107,24,0024,LV-2011,100037734.0,2001.01.25,2007.12.04,,N,N,"Pētera Beltes iela 24, Jūrmala, LV-2011",312171.657,478702.429,56.952668,23.649854
101732103,108,EKS,Y,254.0,100326173,107,26,0026,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pētera Beltes iela 26, Jūrmala, LV-2011",312179.383,478655.73,56.952735,23.649086
101732111,108,EKS,Y,252.0,100326173,107,8,0008,LV-2011,100037734.0,2001.01.25,2019.07.17,,N,N,"Pētera Beltes iela 8, Jūrmala, LV-2011",312302.914,477999.627,56.953814,23.638288
101732128,108,EKS,Y,254.0,100326181,107,2A,0002A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pededzes iela 2A, Jūrmala, LV-2008",312795.128,480668.94,56.958355,23.682136
101732136,108,EKS,Y,252.0,100326181,107,4,0004,LV-2008,100035056.0,2001.01.25,2012.03.09,,N,N,"Pededzes iela 4, Jūrmala, LV-2008",312775.049,480664.292,56.958174,23.682062
101732152,108,EKS,Y,254.0,100326181,107,5,0005,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pededzes iela 5, Jūrmala, LV-2008",312729.395,480702.324,56.957766,23.68269
101732160,108,EKS,Y,254.0,100326181,107,6,0006,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Pededzes iela 6, Jūrmala, LV-2008",312725.802,480657.531,56.957731,23.681954
101732177,108,EKS,Y,252.0,100326198,107,4,0004,LV-2008,100035056.0,2001.01.25,2012.03.28,,N,N,"Peldu iela 4, Jūrmala, LV-2008",313552.223,483329.526,56.96526,23.725834
101732185,108,EKS,Y,252.0,100326204,107,10,0010,LV-2011,100037734.0,2001.01.25,2012.03.08,,N,N,"Pļaviņu iela 10, Jūrmala, LV-2011",312185.427,477528.394,56.952736,23.630551
101732193,108,EKS,Y,252.0,100326204,107,11,0011,LV-2011,100037734.0,2001.01.25,2006.03.14,,N,N,"Pļaviņu iela 11, Jūrmala, LV-2011",312204.613,477447.278,56.952904,23.629216
101732208,108,EKS,Y,254.0,100326204,107,12,0012,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 12, Jūrmala, LV-2011",312170.825,477491.485,56.952603,23.629946
101732216,108,EKS,Y,252.0,100326204,107,13,0013,LV-2011,100037734.0,2001.01.25,2004.02.23,,N,N,"Pļaviņu iela 13, Jūrmala, LV-2011",312182.711,477402.654,56.952705,23.628484
101732224,108,EKS,Y,252.0,100326204,107,14,0014,LV-2011,100037734.0,2001.01.25,2014.12.12,,N,N,"Pļaviņu iela 14, Jūrmala, LV-2011",312169.157,477483.77,56.952587,23.629819
101732232,108,EKS,Y,254.0,100326204,107,15,0015,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 15, Jūrmala, LV-2011",312179.171,477364.882,56.952672,23.627864
101732240,108,EKS,Y,254.0,100326204,107,16,0016,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 16, Jūrmala, LV-2011",312162.477,477459.789,56.952526,23.629425
101732257,108,EKS,Y,254.0,100326204,107,17,0017,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 17, Jūrmala, LV-2011",312166.649,477312.363,56.952556,23.627001
101732265,108,EKS,Y,254.0,100326204,107,18,0018,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 18, Jūrmala, LV-2011",312156.637,477428.719,56.952472,23.628915
101732273,108,EKS,Y,252.0,100325581,107,4,0004,LV-2011,100037734.0,2001.01.25,2020.12.16,,N,N,"Mazirbes iela 4, Jūrmala, LV-2011",312117.984,477436.645,56.952125,23.629049
101732281,108,EKS,Y,254.0,100326204,107,19,0019,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 19, Jūrmala, LV-2011",312149.545,477260.232,56.9524,23.626146
101732298,108,EKS,Y,252.0,100326204,107,20,0020,LV-2011,100037734.0,2001.01.25,2012.11.12,,N,N,"Pļaviņu iela 20, Jūrmala, LV-2011",312154.551,477403.696,56.952452,23.628504
101732304,108,EKS,Y,254.0,100326204,107,21,0021,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 21, Jūrmala, LV-2011",312145.164,477231.664,56.952359,23.625677
101732312,108,EKS,Y,252.0,100326204,107,22,0022,LV-2011,100037734.0,2001.01.25,2017.10.25,,N,N,"Pļaviņu iela 22, Jūrmala, LV-2011",312140.367,477356.361,56.952323,23.627727
101732320,108,EKS,Y,252.0,100326204,107,22A,0022A,LV-2011,100037734.0,2001.01.25,2017.10.25,,N,N,"Pļaviņu iela 22A, Jūrmala, LV-2011",312141.761,477362.325,56.952335,23.627825
101732337,108,EKS,Y,254.0,100326204,107,23,0023,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 23, Jūrmala, LV-2011",312132.649,477172.861,56.952244,23.624711
101732345,108,EKS,Y,254.0,100326204,107,24,0024,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 24, Jūrmala, LV-2011",312130.563,477319.453,56.952233,23.627121
101732353,108,EKS,Y,254.0,100326204,107,25,0025,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 25, Jūrmala, LV-2011",312123.877,477152.938,56.952164,23.624384
101732361,108,EKS,Y,254.0,100326204,107,27,0027,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 27, Jūrmala, LV-2011",312120.339,477136.369,56.952132,23.624112
101732378,108,EKS,Y,254.0,100326204,107,28,0028,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 28, Jūrmala, LV-2011",312120.55,477271.492,56.95214,23.626334
101732386,108,EKS,Y,252.0,100326204,107,28A,0028A,LV-2011,100037734.0,2001.01.25,2016.08.18,,N,N,"Pļaviņu iela 28A, Jūrmala, LV-2011",312119.507,477263.777,56.952131,23.626207
101732394,108,EKS,Y,254.0,100326204,107,29,0029,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 29, Jūrmala, LV-2011",312112.83,477095.707,56.952062,23.623444
101732400,108,EKS,Y,254.0,100326204,107,30,0030,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 30, Jūrmala, LV-2011",312108.243,477222.281,56.952027,23.625526
101732417,108,EKS,Y,254.0,100326204,107,31,0031,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 31, Jūrmala, LV-2011",312102.328,477062.005,56.951966,23.622891
101732425,108,EKS,Y,254.0,100326204,107,32,0032,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 32, Jūrmala, LV-2011",312094.059,477189.751,56.951898,23.624992
101732433,108,EKS,Y,254.0,100326204,107,33,0033,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 33, Jūrmala, LV-2011",312094.265,477024.391,56.951892,23.622274
101732441,108,EKS,Y,254.0,100326204,107,34,0034,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 34, Jūrmala, LV-2011",312091.347,477150.34,56.951872,23.624344
101732458,108,EKS,Y,254.0,100326204,107,36,0036,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 36, Jūrmala, LV-2011",312085.361,477132.418,56.951817,23.62405
101732466,108,EKS,Y,252.0,100326204,107,37,0037,LV-2011,100037734.0,2001.01.25,2006.05.29,,N,N,"Pļaviņu iela 37, Jūrmala, LV-2011",311997.713,476959.285,56.951021,23.621212
101732474,108,EKS,Y,254.0,100326204,107,38,0038,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 38, Jūrmala, LV-2011",312061.38,477089.819,56.9516,23.623352
101732482,108,EKS,Y,254.0,100326204,107,39,0039,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 39, Jūrmala, LV-2011",311965.458,476932.53,56.95073,23.620775
101732490,108,EKS,Y,254.0,100326204,107,40,0040,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 40, Jūrmala, LV-2011",312049.821,477066.191,56.951495,23.622965
101732505,108,EKS,Y,254.0,100326204,107,42,0042,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 42, Jūrmala, LV-2011",311990.129,477022.385,56.950956,23.62225
101732513,108,EKS,Y,254.0,100326204,107,44,0044,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 44, Jūrmala, LV-2011",311979.26,477014.106,56.950858,23.622115
101732538,108,EKS,Y,254.0,100326204,107,46,0046,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 46, Jūrmala, LV-2011",311961.49,476985.65,56.950697,23.621649
101732546,108,EKS,Y,254.0,100326204,107,5,0005,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 5, Jūrmala, LV-2011",312246.127,477558.63,56.953282,23.631043
101732554,108,EKS,Y,254.0,100326204,107,50,0050,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 50, Jūrmala, LV-2011",311866.084,476900.625,56.949836,23.62026
101732562,108,EKS,Y,252.0,100326204,107,52,0052,LV-2011,100037734.0,2001.01.25,2007.06.27,,N,N,"Pļaviņu iela 52, Jūrmala, LV-2011",311802.079,476888.725,56.94926,23.62007
101732570,108,EKS,Y,254.0,100326204,107,54,0054,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 54, Jūrmala, LV-2011",311788.967,476857.336,56.949141,23.619555
101732587,108,EKS,Y,252.0,100326204,107,6,0006,LV-2011,100037734.0,2001.01.25,2006.02.14,,N,N,"Pļaviņu iela 6, Jūrmala, LV-2011",312157.209,477603.567,56.952486,23.63179
101732595,108,EKS,Y,252.0,100326204,107,7,0007,LV-2011,100037734.0,2001.01.25,2012.05.02,,N,N,"Pļaviņu iela 7, Jūrmala, LV-2011",312205.452,477507.75,56.952915,23.63021
101732601,108,EKS,Y,254.0,100326204,107,8,0008,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 8, Jūrmala, LV-2011",312187.93,477544.033,56.952759,23.630808
101732618,108,EKS,Y,254.0,100326204,107,9,0009,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Pļaviņu iela 9, Jūrmala, LV-2011",312201.697,477470.216,56.952879,23.629593
101732626,108,EKS,Y,252.0,100326212,107,10,0010,LV-2015,100034794.0,2001.01.25,2012.04.27,,N,N,"Pļavu iela 10, Jūrmala, LV-2015",313336.219,489031.668,56.963489,23.819621
101732634,108,EKS,Y,254.0,100326212,107,12,0012,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pļavu iela 12, Jūrmala, LV-2015",313293.431,489040.051,56.963105,23.819761
101732642,108,EKS,Y,252.0,100326212,107,4,0004,LV-2015,100034794.0,2001.01.25,2012.05.15,,N,N,"Pļavu iela 4, Jūrmala, LV-2015",313493.074,489008.132,56.964898,23.819228
101732650,108,EKS,Y,252.0,100326237,107,4,0004,LV-2008,100035056.0,2001.01.25,2012.03.08,,N,N,"Piejūras iela 4, Jūrmala, LV-2008",313554.029,483477.391,56.965281,23.728266
101732667,108,EKS,Y,254.0,100326237,107,6/8,0006/0008,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piejūras iela 6/8, Jūrmala, LV-2008",313465.743,483490.553,56.964488,23.728488
101732675,108,EKS,Y,254.0,100326245,107,11,0011,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piekrastes iela 11, Jūrmala, LV-2008",311113.946,482003.717,56.943306,23.704204
101732683,108,EKS,Y,252.0,100326245,107,14,0014,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piekrastes iela 14, Jūrmala, LV-2008",311048.965,482115.4,56.942726,23.706044
101732691,108,EKS,Y,252.0,100326245,107,16,0016,LV-2008,100035056.0,2001.01.25,2003.05.14,,N,N,"Piekrastes iela 16, Jūrmala, LV-2008",311051.333,482046.023,56.942745,23.704903
101732706,108,EKS,Y,252.0,100326245,107,18,0018,LV-2008,100035056.0,2001.01.25,2003.05.14,,N,N,"Piekrastes iela 18, Jūrmala, LV-2008",311063.3,481980.134,56.94285,23.70382
101732714,108,EKS,Y,254.0,100326245,107,2,0002,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piekrastes iela 2, Jūrmala, LV-2008",310991.958,482394.644,56.942225,23.710638
101732722,108,EKS,Y,252.0,100326245,107,26,0026,LV-2008,100035056.0,2001.01.25,2004.01.13,,N,N,"Piekrastes iela 26, Jūrmala, LV-2008",311042.716,481749.492,56.942656,23.70003
101732730,108,EKS,Y,252.0,100326245,107,27,0027,LV-2008,100035056.0,2001.01.25,2023.04.05,,N,N,"Piekrastes iela 27, Jūrmala, LV-2008",311026.411,481492.161,56.942499,23.695802
101732747,108,EKS,Y,254.0,100326245,107,2A,0002A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piekrastes iela 2A, Jūrmala, LV-2008",311001.456,482366.346,56.942309,23.710172
101732755,108,EKS,Y,254.0,100326245,107,32,0032,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piekrastes iela 32, Jūrmala, LV-2008",310996.654,481587.106,56.942236,23.697365
101732763,108,EKS,Y,254.0,100326245,107,32A,0032A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piekrastes iela 32A, Jūrmala, LV-2008",310988.297,481550.431,56.942159,23.696762
101732771,108,EKS,Y,252.0,100326245,107,33A,0033A,LV-2008,100035056.0,2001.01.25,2023.12.04,,N,N,"Piekrastes iela 33A, Jūrmala, LV-2008",310926.563,481252.491,56.941593,23.69187
101732788,108,EKS,Y,252.0,100326245,107,35,0035,LV-2008,100035056.0,2001.01.25,2003.06.09,,N,N,"Piekrastes iela 35, Jūrmala, LV-2008",310922.265,481177.312,56.941551,23.690635
101732796,108,EKS,Y,254.0,100326245,107,37C,0037C,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piekrastes iela 37C, Jūrmala, LV-2008",310794.684,481079.136,56.940401,23.689031
101732802,108,EKS,Y,252.0,100326245,107,42,0042,LV-2008,100035056.0,2001.01.25,2003.06.09,,N,N,"Piekrastes iela 42, Jūrmala, LV-2008",310806.442,481232.591,56.940513,23.691552
101732810,108,EKS,Y,254.0,100326245,107,9,0009,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Piekrastes iela 9, Jūrmala, LV-2008",311105.08,482036.419,56.943227,23.704742
101732827,108,EKS,Y,252.0,100326253,107,11,0011,LV-2015,100034794.0,2001.01.25,2024.07.31,,N,N,"Piestātnes iela 11, Jūrmala, LV-2015",314945.041,489488.682,56.977953,23.82707
101732835,108,EKS,Y,252.0,100326253,107,11A,0011A,LV-2015,100034794.0,2001.01.25,2024.07.31,,N,N,"Piestātnes iela 11A, Jūrmala, LV-2015",314903.739,489508.051,56.977582,23.827391
101732843,108,EKS,Y,254.0,100326253,107,16,0016,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Piestātnes iela 16, Jūrmala, LV-2015",314781.288,489464.761,56.976481,23.826684
101732851,108,EKS,Y,254.0,100326253,107,19,0019,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Piestātnes iela 19, Jūrmala, LV-2015",314754.911,489546.945,56.976246,23.828037
101732868,108,EKS,Y,254.0,100326253,107,21,0021,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Piestātnes iela 21, Jūrmala, LV-2015",314731.615,489534.242,56.976037,23.827829
101732884,108,EKS,Y,252.0,100326253,107,7,0007,LV-2015,100034794.0,2001.01.25,2022.07.28,,N,N,"Piestātnes iela 7, Jūrmala, LV-2015",314996.88,489443.244,56.978418,23.826321
101732892,108,EKS,Y,254.0,100326253,107,9,0009,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Piestātnes iela 9, Jūrmala, LV-2015",314977.918,489470.651,56.978248,23.826772
101732907,108,EKS,Y,252.0,100326278,107,5,0005,LV-2015,100034794.0,2001.01.25,2013.02.08,,N,N,"Pils iela 5, Jūrmala, LV-2015",314055.783,486226.995,56.969879,23.773459
101732915,108,EKS,Y,254.0,100326286,107,1,0001,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pilsoņu iela 1, Jūrmala, LV-2015",314840.644,487889.232,56.976976,23.800762
101732923,108,EKS,Y,252.0,100326286,107,14/16,0014/0016,LV-2015,100034794.0,2001.01.25,2015.04.17,,N,N,"Pilsoņu iela 14/16, Jūrmala, LV-2015",314477.724,487971.914,56.973718,23.802139
101732931,108,EKS,Y,254.0,100326286,107,2,0002,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pilsoņu iela 2, Jūrmala, LV-2015",314807.049,487875.994,56.976674,23.800546
101732980,108,EKS,Y,254.0,100326286,107,25A,0025A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pilsoņu iela 25A, Jūrmala, LV-2015",314327.483,488104.933,56.972372,23.804334
101732997,108,EKS,Y,252.0,100326286,107,27,0027,LV-2015,100034794.0,2001.01.25,2012.03.06,,N,N,"Pilsoņu iela 27, Jūrmala, LV-2015",314308.62,488091.417,56.972202,23.804113
101733017,108,EKS,Y,252.0,100326286,107,2A,0002A,LV-2015,100034794.0,2001.01.25,2012.03.06,,N,N,"Pilsoņu iela 2A, Jūrmala, LV-2015",314750.592,487911.25,56.976167,23.801128
101733025,108,EKS,Y,254.0,100326286,107,31,0031,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pilsoņu iela 31, Jūrmala, LV-2015",314254.871,488117.115,56.97172,23.804538
101733033,108,EKS,Y,254.0,100326286,107,32,0032,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pilsoņu iela 32, Jūrmala, LV-2015",314161.893,488114.278,56.970884,23.804496
101733066,108,EKS,Y,252.0,100326286,107,8,0008,LV-2015,100034794.0,2001.01.25,2012.03.06,,N,N,"Pilsoņu iela 8, Jūrmala, LV-2015",314630.29,487974.099,56.975088,23.802168
101733074,108,EKS,Y,254.0,100326286,107,9,0009,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Pilsoņu iela 9, Jūrmala, LV-2015",314594.882,488023.291,56.974772,23.802979
101733082,108,EKS,Y,254.0,100326294,107,10,0010,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Piltenes iela 10, Jūrmala, LV-2011",311615.529,476081.861,56.947544,23.606824
101733090,108,EKS,Y,254.0,100326294,107,12,0012,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Piltenes iela 12, Jūrmala, LV-2011",311613.447,476062.564,56.947524,23.606507
101733105,108,EKS,Y,254.0,100326294,107,16,0016,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Piltenes iela 16, Jūrmala, LV-2011",311602.66,476000.129,56.947424,23.605482
101733113,108,EKS,Y,254.0,100326294,107,2,0002,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Piltenes iela 2, Jūrmala, LV-2011",311627.074,476159.242,56.947651,23.608095
101733121,108,EKS,Y,254.0,100326294,107,20,0020,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Piltenes iela 20, Jūrmala, LV-2011",311600.388,475979.885,56.947402,23.605149
101733138,108,EKS,Y,254.0,100326294,107,24,0024,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Piltenes iela 24, Jūrmala, LV-2011",311609.91,475942.037,56.947486,23.604526
101733146,108,EKS,Y,254.0,100326294,107,28,0028,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Piltenes iela 28, Jūrmala, LV-2011",311605.98,475909.017,56.947449,23.603983
101733154,108,EKS,Y,252.0,100326294,107,36,0036,LV-2011,100037734.0,2001.01.25,2017.11.10,,N,N,"Piltenes iela 36, Jūrmala, LV-2011",311575.976,475816.988,56.947175,23.602474
101733162,108,EKS,Y,254.0,100326300,107,15,0015,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Plūdu iela 15, Jūrmala, LV-2015",313243.675,488882.912,56.962654,23.817179
101733170,108,EKS,Y,252.0,100326300,107,2,0002,LV-2015,100034794.0,2001.01.25,2023.08.04,,N,N,"Plūdu iela 2, Jūrmala, LV-2015",313183.818,488612.364,56.96211,23.812733
101733187,108,EKS,Y,254.0,100326300,107,4,0004,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Plūdu iela 4, Jūrmala, LV-2015",313173.938,488772.832,56.962025,23.815372
101733195,108,EKS,Y,254.0,100326300,107,4A,0004A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Plūdu iela 4A, Jūrmala, LV-2015",313161.05,488693.529,56.961908,23.814069
101733201,108,EKS,Y,252.0,100326300,107,8,0008,LV-2015,100034794.0,2001.01.25,2003.06.30,,N,N,"Plūdu iela 8, Jūrmala, LV-2015",313223.771,488897.513,56.962476,23.81742
101733218,108,EKS,Y,254.0,100326317,107,10,0010,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Prāmju iela 10, Jūrmala, LV-2011",310673.89,476492.657,56.939106,23.613664
101733226,108,EKS,Y,254.0,100326317,107,14,0014,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Prāmju iela 14, Jūrmala, LV-2011",310641.219,476468.773,56.938811,23.613274
101733234,108,EKS,Y,254.0,100326317,107,22,0022,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Prāmju iela 22, Jūrmala, LV-2011",310594.632,476412.596,56.938389,23.612356
101733242,108,EKS,Y,254.0,100326317,107,6,0006,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Prāmju iela 6, Jūrmala, LV-2011",310700.228,476523.879,56.939344,23.614175
101733250,108,EKS,Y,254.0,100326325,107,10,0010,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 10, Jūrmala, LV-2008",312635.687,481701.351,56.956964,23.699124
101733267,108,EKS,Y,254.0,100326325,107,11,0011,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 11, Jūrmala, LV-2008",312673.393,481731.426,56.957304,23.699616
101733275,108,EKS,Y,254.0,100326325,107,12,0012,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 12, Jūrmala, LV-2008",312593.703,481711.107,56.956588,23.699287
101733283,108,EKS,Y,254.0,100326325,107,13,0013,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 13, Jūrmala, LV-2008",312640.099,481727.015,56.957005,23.699545
101733291,108,EKS,Y,254.0,100326325,107,15,0015,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 15, Jūrmala, LV-2008",312592.901,481746.528,56.956582,23.69987
101733306,108,EKS,Y,252.0,100326325,107,16,0016,LV-2008,100035056.0,2001.01.25,2003.05.14,,N,N,"Priežu iela 16, Jūrmala, LV-2008",312464.673,481727.28,56.955429,23.699562
101733330,108,EKS,Y,254.0,100326325,107,20,0020,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 20, Jūrmala, LV-2008",312320.133,481747.598,56.954131,23.699907
101733347,108,EKS,Y,254.0,100326325,107,3,0003,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 3, Jūrmala, LV-2008",312872.976,481737.393,56.959097,23.699699
101733355,108,EKS,Y,254.0,100326325,107,4A,0004A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 4A, Jūrmala, LV-2008",312815.259,481669.132,56.958576,23.698581
101733363,108,EKS,Y,254.0,100326325,107,5,0005,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 5, Jūrmala, LV-2008",312847.855,481739.984,56.958872,23.699744
101733371,108,EKS,Y,254.0,100326325,107,5A,0005A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Priežu iela 5A, Jūrmala, LV-2008",312826.224,481735.101,56.958677,23.699665
